API_Name,API_LM_Coeff,API_LM_Interc,API_PNEC_gL,Population_Scenario,Year,WWTP_Removal_Scenario,[MEAN](Norway_Population_mil),[MEAN](API_Sales_Weight_kg),[MEAN](Water_Consumption_ML),[MEAN](PEC_Inf_gL),[MEAN](PEC_Eff_gL),[MEAN](PEC_SW_gL),[MEAN](RQ),P(RQ=0-0.01),P(RQ=0.01-0.1),P(RQ=0.1-1),P(RQ=1-10),P(RQ=10-100),P(RQ=100-1000),P(RQ=1000-10000),P(RQ=10000-100000),P(RQ=100000-inf)
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2020,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2020,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0 - 0.001,7.5,10240,1352,0.0516,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0.001 - 0.9,7.5,10240,1352,0.0516,0.0499,0.00504,97628.75778,0,0,0,0,0,0,0.00531,0.04154,0.95315
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0.9 - 0.95,7.5,10240,1352,0.0516,0.04521,0.00457,91432.06184,0,0,0,0,0,0.00121,0.04691,0.08922,0.86266
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0.95 - 0.99,7.5,10240,1352,0.0516,0.03143,0.00318,72850.87649,0,0,0,0,0,0.01014,0.17065,0.22253,0.59668
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0 - 0.001,7.5,10240,1352,0.0516,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0.001 - 0.9,7.5,10240,1352,0.0516,0.0499,0.00504,97628.75778,0,0,0,0,0,0,0.00531,0.04154,0.95315
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0.9 - 0.95,7.5,10240,1352,0.0516,0.04521,0.00457,91432.06184,0,0,0,0,0,0.00121,0.04691,0.08922,0.86266
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0.95 - 0.99,7.5,10240,1352,0.0516,0.03143,0.00318,72850.87649,0,0,0,0,0,0.01014,0.17065,0.22253,0.59668
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0 - 0.001,8.5,10240,1570,0.0484,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0.001 - 0.9,8.5,10240,1570,0.0484,0.04933,0.00499,96887.04636,0,0,0,0,0,0,0.01032,0.04751,0.94217
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0.9 - 0.95,8.5,10240,1570,0.0484,0.04211,0.00426,87309.05891,0,0,0,0,0,0.00235,0.07452,0.12034,0.80279
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0.95 - 0.99,8.5,10240,1570,0.0484,0.02928,0.00296,69403.24573,0,0,0,0,0,0.0197,0.19214,0.23289,0.55526
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0 - 0.001,8.5,10240,1570,0.0484,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0.001 - 0.9,8.5,10240,1570,0.0484,0.04933,0.00499,96887.04636,0,0,0,0,0,0,0.01032,0.04751,0.94217
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0.9 - 0.95,8.5,10240,1570,0.0484,0.04211,0.00426,87309.05891,0,0,0,0,0,0.00235,0.07452,0.12034,0.80279
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0.95 - 0.99,8.5,10240,1570,0.0484,0.02928,0.00296,69403.24573,0,0,0,0,0,0.0197,0.19214,0.23289,0.55526
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0 - 0.001,9.5,10240,1650,0.04724,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0.001 - 0.9,9.5,10240,1650,0.04724,0.04912,0.00496,96616.79903,0,0,0,0,0,0,0.01214,0.04968,0.93817
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0.9 - 0.95,9.5,10240,1650,0.04724,0.04098,0.00414,85806.81626,0,0,0,0,0,0.00276,0.08458,0.13168,0.78098
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0.95 - 0.99,9.5,10240,1650,0.04724,0.02849,0.00288,68147.07927,0,0,0,0,0,0.02318,0.19997,0.23667,0.54018
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2020,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2020,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2020,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2020,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0 - 0.001,4.5,10240,800,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0.001 - 0.9,4.5,10240,800,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0.9 - 0.95,4.5,10240,800,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0.95 - 0.99,4.5,10240,800,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0 - 0.001,6.5,10240,1185,0.0517,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0.001 - 0.9,6.5,10240,1185,0.0517,0.04991,0.00504,97651.52318,0,0,0,0,0,0,0.00516,0.04135,0.95349
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0.9 - 0.95,6.5,10240,1185,0.0517,0.04531,0.00458,91558.60945,0,0,0,0,0,0.00117,0.04606,0.08827,0.8645
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0.95 - 0.99,6.5,10240,1185,0.0517,0.0315,0.00318,72956.69486,0,0,0,0,0,0.00985,0.16999,0.22221,0.59795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0 - 0.001,4.5,10240,800,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0.001 - 0.9,4.5,10240,800,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0.9 - 0.95,4.5,10240,800,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0.95 - 0.99,4.5,10240,800,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0 - 0.001,4.5,10240,800,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0.001 - 0.9,4.5,10240,800,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0.9 - 0.95,4.5,10240,800,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0.95 - 0.99,4.5,10240,800,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,95808.16,0,0,0,0,0,0,0.0176,0.05619,0.92621
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,76510.144,0,0,0,0,0,0,0.14784,0.21153,0.64063
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,98416,0,0,0,0,0,0,0,0.0352,0.9648
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,98189.81473,0,0,0,0,0,0,0.00153,0.03702,0.96145
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,94550.84822,0,0,0,0,0,0.00035,0.02602,0.06568,0.90795
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,75458.78729,0,0,0,0,0,0.00291,0.15439,0.21469,0.628
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2020,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,76441.6,0,0,0,0,0,0,0.0352,0.4496,0.5152
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2020,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,76441.6,0,0,0,0,0,0,0.0352,0.4496,0.5152
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2020,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,73516.816,0,0,0,0,0,0.0176,0.05619,0.43162,0.49459
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2020,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,51873.4144,0,0,0,0,0,0.14784,0.21153,0.29853,0.34209
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2030,0 - 0.001,5.5,10240,1000,0.055,0.0505,0.0051,76441.6,0,0,0,0,0,0,0.0352,0.4496,0.5152
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2030,0.001 - 0.9,5.5,10240,1000,0.055,0.0505,0.0051,76441.6,0,0,0,0,0,0,0.0352,0.4496,0.5152
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2030,0.9 - 0.95,5.5,10240,1000,0.055,0.0485,0.0049,73516.816,0,0,0,0,0,0.0176,0.05619,0.43162,0.49459
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2030,0.95 - 0.99,5.5,10240,1000,0.055,0.03372,0.00341,51873.4144,0,0,0,0,0,0.14784,0.21153,0.29853,0.34209
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2040,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,76441.6,0,0,0,0,0,0,0.0352,0.4496,0.5152
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2040,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,76187.92529,0,0,0,0,0,0.00153,0.03702,0.44804,0.51341
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2040,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,72130.77839,0,0,0,0,0.00035,0.02602,0.06568,0.42311,0.48484
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2040,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,50896.56678,0,0,0,0,0.00291,0.15439,0.21469,0.29265,0.33535
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2050,0 - 0.001,6.5,10240,1176,0.05402,0.0505,0.0051,76441.6,0,0,0,0,0,0,0.0352,0.4496,0.5152
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2050,0.001 - 0.9,6.5,10240,1176,0.05402,0.05033,0.00509,76187.92529,0,0,0,0,0,0.00153,0.03702,0.44804,0.51341
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2050,0.9 - 0.95,6.5,10240,1176,0.05402,0.04756,0.00481,72130.77839,0,0,0,0,0.00035,0.02602,0.06568,0.42311,0.48484
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2050,0.95 - 0.99,6.5,10240,1176,0.05402,0.03306,0.00334,50896.56678,0,0,0,0,0.00291,0.15439,0.21469,0.29265,0.33535
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2060,0 - 0.001,7.5,16384,1352,0.08496,0.08348,0.0084,77996.98211,0,0,0,0,0,0,0.03288,0.41992,0.54721
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2060,0.001 - 0.9,7.5,16384,1352,0.08496,0.07719,0.00777,77016.89905,0,0,0,0,0,0.00425,0.03835,0.4208,0.5366
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2060,0.9 - 0.95,7.5,16384,1352,0.08496,0.046,0.00465,69850.61254,0,0,0,0,0.00097,0.03989,0.08123,0.40911,0.46881
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2060,0.95 - 0.99,7.5,16384,1352,0.08496,0.033,0.00333,50775.51524,0,0,0,0,0.00811,0.15633,0.20869,0.29212,0.33475
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2070,0 - 0.001,7.5,16384,1352,0.08496,0.08348,0.0084,77996.98211,0,0,0,0,0,0,0.03288,0.41992,0.54721
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2070,0.001 - 0.9,7.5,16384,1352,0.08496,0.07719,0.00777,77016.89905,0,0,0,0,0,0.00425,0.03835,0.4208,0.5366
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2070,0.9 - 0.95,7.5,16384,1352,0.08496,0.046,0.00465,69850.61254,0,0,0,0,0.00097,0.03989,0.08123,0.40911,0.46881
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2070,0.95 - 0.99,7.5,16384,1352,0.08496,0.033,0.00333,50775.51524,0,0,0,0,0.00811,0.15633,0.20869,0.29212,0.33475
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2080,0 - 0.001,8.5,40960,1570,0.13718,0.13342,0.01339,80352.67133,0,0,0,0,0,0,0.02936,0.37496,0.59568
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2080,0.001 - 0.9,8.5,40960,1570,0.13718,0.11883,0.01193,79664.32278,0,0,0,0,0,0,0.03038,0.3881,0.58152
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,High,2080,0.9 - 0.95,8.5,40960,1570,0.13718,0.04883,0.00494,74002.37694,0,0,0,0,0,0.01468,0.05271,0.4346,0.49801
