API_Name,API_LM_Coeff,API_LM_Interc,Population_Scenarion,Year,WWTP_Removal_Scenario,Norway_Population_mil,API_Sales_Weight_kg,Water_Consumption_ML,PEC_Inf_gL,PEC_Eff_gL,PEC_SW_gL,PNEC_SW_gL,RQ
ibuprofen,25.450630412955903,-93711988.96927781,High,2080,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2080,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2080,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2090,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2090,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2090,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2090,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2100,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2100,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2100,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2100,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2020,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2020,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2020,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2020,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2030,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2030,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2030,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2030,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2040,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2040,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2040,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2040,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2050,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2050,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2050,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2050,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2060,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2060,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2060,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2060,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2070,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2070,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2070,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2070,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2080,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2080,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2080,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2080,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2090,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2090,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2090,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2090,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2100,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2100,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2100,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Low,2100,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2020,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2020,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2020,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2020,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2030,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2030,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2030,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2030,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2040,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2040,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2040,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2040,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2050,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2050,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2050,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2050,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2060,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2060,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2060,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2060,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2070,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2070,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2070,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2070,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2080,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2080,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2080,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2080,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2090,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2090,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2090,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2090,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2100,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2100,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2100,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,Medium,2100,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2020,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2020,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2020,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2020,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2030,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2030,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2030,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2030,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2040,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2040,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2040,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2040,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2050,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2050,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2050,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2050,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2060,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2060,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2060,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2060,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2070,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2070,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2070,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2070,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2080,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2080,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2080,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2080,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2090,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2090,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2090,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2090,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2100,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2100,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2100,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,High,2100,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2020,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2020,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2020,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2020,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2030,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2030,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2030,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2030,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2040,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2040,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2040,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2040,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2050,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2050,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2050,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2050,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2060,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2060,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2060,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2060,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2070,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2070,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2070,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2070,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2080,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2080,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2080,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2080,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2090,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2090,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2090,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2090,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2100,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2100,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2100,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Low,2100,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2020,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2020,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2020,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2020,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2030,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2030,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2030,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2030,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2040,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2040,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2040,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2040,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2050,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2050,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2050,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2050,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2060,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2060,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2060,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2060,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2070,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2070,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2070,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2070,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2080,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2080,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2080,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2080,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2090,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2090,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2090,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2090,0.95 - 0.99,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2100,0 - 0.001,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2100,0.001 - 0.9,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2100,0.9 - 0.95,,,,,,,,
levonorgestrel,0.007479188718786733,-33202.809246137505,Medium,2100,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2020,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2020,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2020,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2020,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2030,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2030,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2030,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2030,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2040,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2040,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2040,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2040,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2050,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2050,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2050,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2050,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2060,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2060,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2060,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2060,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2070,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2070,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2070,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2070,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2080,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2080,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2080,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2080,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2090,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2090,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2090,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2090,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2100,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2100,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2100,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,High,2100,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2020,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2020,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2020,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2020,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2030,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2030,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2030,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2030,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2040,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2040,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2040,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2040,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2050,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2050,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2050,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2050,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2060,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2060,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2060,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2060,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2070,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2070,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2070,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2070,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2080,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2080,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2080,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2080,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2090,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2090,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2090,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2090,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2100,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2100,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2100,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Low,2100,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2020,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2020,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2020,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2020,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2030,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2030,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2030,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2030,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2040,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2040,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2040,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2040,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2050,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2050,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2050,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2050,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2060,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2060,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2060,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2060,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2070,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2070,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2070,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2070,0.95 - 0.99,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2080,0 - 0.001,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2080,0.001 - 0.9,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2080,0.9 - 0.95,,,,,,,,
paracetamol,166.95090482258,-633809308.1263914,Medium,2080,0.95 - 0.99,,,,,,,,
