API_Name,API_LM_Coeff,API_LM_Interc,Population_Scenarion,Year,WWTP_Removal_Scenario,Norway_Population_mil,API_Sales_Weight_kg,Water_Consumption_ML,PEC_Inf_gL,PEC_Eff_gL,PEC_SW_gL,PNEC_SW_gL,RQ
diclofenac,1.4306030611012082,-5249041.428380231,Low,2080,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2080,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2090,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2090,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2090,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2090,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2100,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2100,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2100,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Low,2100,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2020,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2020,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2020,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2020,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2030,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2030,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2030,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2030,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2040,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2040,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2040,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2040,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2050,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2050,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2050,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2050,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2060,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2060,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2060,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2060,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2070,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2070,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2070,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2070,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2080,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2080,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2080,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2080,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2090,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2090,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2090,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2090,0.95 - 0.99,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2100,0 - 0.001,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2100,0.001 - 0.9,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2100,0.9 - 0.95,,,,,,,,
diclofenac,1.4306030611012082,-5249041.428380231,Medium,2100,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2020,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2020,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2020,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2020,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2030,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2030,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2030,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2030,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2040,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2040,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2040,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2040,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2050,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2050,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2050,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2050,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2060,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2060,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2060,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2060,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2070,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2070,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2070,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2070,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2080,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2080,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2080,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2080,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2090,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2090,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2090,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2090,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2100,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2100,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2100,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,High,2100,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2020,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2020,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2020,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2020,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2030,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2030,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2030,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2030,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2040,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2040,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2040,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2040,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2050,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2050,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2050,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2050,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2060,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2060,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2060,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2060,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2070,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2070,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2070,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2070,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2080,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2080,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2080,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2080,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2090,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2090,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2090,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2090,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2100,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2100,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2100,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Low,2100,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2020,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2020,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2020,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2020,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2030,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2030,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2030,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2030,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2040,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2040,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2040,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2040,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2050,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2050,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2050,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2050,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2060,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2060,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2060,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2060,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2070,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2070,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2070,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2070,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2080,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2080,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2080,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2080,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2090,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2090,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2090,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2090,0.95 - 0.99,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2100,0 - 0.001,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2100,0.001 - 0.9,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2100,0.9 - 0.95,,,,,,,,
estradiol,-0.005223031865962116,42340.26443250927,Medium,2100,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2020,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2020,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2020,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2020,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2030,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2030,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2030,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2030,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2040,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2040,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2040,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2040,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2050,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2050,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2050,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2050,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2060,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2060,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2060,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2060,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2070,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2070,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2070,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2070,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2080,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2080,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2080,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2080,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2090,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2090,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2090,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2090,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2100,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2100,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2100,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,High,2100,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2020,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2020,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2020,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2020,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2030,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2030,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2030,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2030,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2040,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2040,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2040,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2040,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2050,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2050,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2050,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2050,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2060,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2060,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2060,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2060,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2070,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2070,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2070,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2070,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2080,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2080,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2080,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2080,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2090,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2090,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2090,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2090,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2100,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2100,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2100,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Low,2100,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2020,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2020,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2020,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2020,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2030,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2030,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2030,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2030,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2040,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2040,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2040,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2040,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2050,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2050,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2050,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2050,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2060,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2060,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2060,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2060,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2070,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2070,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2070,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2070,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2080,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2080,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2080,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2080,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2090,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2090,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2090,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2090,0.95 - 0.99,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2100,0 - 0.001,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2100,0.001 - 0.9,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2100,0.9 - 0.95,,,,,,,,
ethinylestradiol,0.002252154821862616,-9543.266364035258,Medium,2100,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2020,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2020,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2020,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2020,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2030,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2030,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2030,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2030,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2040,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2040,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2040,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2040,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2050,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2050,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2050,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2050,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2060,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2060,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2060,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2060,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2070,0 - 0.001,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2070,0.001 - 0.9,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2070,0.9 - 0.95,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2070,0.95 - 0.99,,,,,,,,
ibuprofen,25.450630412955903,-93711988.96927781,High,2080,0 - 0.001,,,,,,,,
