API_Name,API_LM_Coeff,API_LM_Interc,API_PNEC_gL,Population_Scenario,Year,WWTP_Removal_Scenario,[MEAN](Norway_Population_mil),[MEAN](API_Sales_Weight_kg),[MEAN](Water_Consumption_ML),[MEAN](PEC_Inf_gL),[MEAN](PEC_Eff_gL),[MEAN](PEC_SW_gL),[MEAN](RQ),P(RQ=0-0.01),P(RQ=0.01-0.1),P(RQ=0.1-1),P(RQ=1-10),P(RQ=10-100),P(RQ=100-1000),P(RQ=1000-10000),P(RQ=10000-100000),P(RQ=100000-inf)
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2020,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2020,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2030,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2040,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2050,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2060,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0-0.25,4.5,476.8,750,0.00385,0.03343,0.00338,74976.18793,0,0,0,0,0,0.01746,0.15495,0.19211,0.63548
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0.25-0.5,4.5,476.8,750,0.00385,0.03166,0.0032,72244.93042,0,0,0,0,0,0.02374,0.17221,0.20266,0.60138
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0.5-0.75,4.5,476.8,750,0.00385,0.02736,0.00277,65527.79717,0,0,0,0.00053,0.00582,0.04086,0.20689,0.22719,0.51872
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2070,0.75-1,4.5,476.8,750,0.00385,0.00911,0.00092,34879.57803,0,0,0,0.00235,0.02585,0.14517,0.36859,0.2896,0.16843
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0-0.25,6.5,1518.4,1170,0.00481,0.04157,0.0042,86177.46344,0,0,0,0,0,0.00873,0.08097,0.11783,0.79247
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0.25-0.5,6.5,1518.4,1170,0.00481,0.03937,0.00398,83100.35393,0,0,0,0,0,0.01187,0.10116,0.13688,0.75009
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0.5-0.75,6.5,1518.4,1170,0.00481,0.03404,0.00344,75592.74308,0,0,0,0.00026,0.00291,0.02043,0.1465,0.18254,0.64736
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2080,0.75-1,6.5,1518.4,1170,0.00481,0.01141,0.00115,41210.74361,0,0,0,0.00127,0.01398,0.09413,0.35061,0.32824,0.21177
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0-0.25,4.5,476.8,750,0.00385,0.03343,0.00338,74976.18793,0,0,0,0,0,0.01746,0.15495,0.19211,0.63548
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0.25-0.5,4.5,476.8,750,0.00385,0.03166,0.0032,72244.93042,0,0,0,0,0,0.02374,0.17221,0.20266,0.60138
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0.5-0.75,4.5,476.8,750,0.00385,0.02736,0.00277,65527.79717,0,0,0,0.00053,0.00582,0.04086,0.20689,0.22719,0.51872
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2090,0.75-1,4.5,476.8,750,0.00385,0.00911,0.00092,34879.57803,0,0,0,0.00235,0.02585,0.14517,0.36859,0.2896,0.16843
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0-0.25,4.5,476.8,750,0.00385,0.03343,0.00338,74976.18793,0,0,0,0,0,0.01746,0.15495,0.19211,0.63548
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0.25-0.5,4.5,476.8,750,0.00385,0.03166,0.0032,72244.93042,0,0,0,0,0,0.02374,0.17221,0.20266,0.60138
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0.5-0.75,4.5,476.8,750,0.00385,0.02736,0.00277,65527.79717,0,0,0,0.00053,0.00582,0.04086,0.20689,0.22719,0.51872
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Low,2100,0.75-1,4.5,476.8,750,0.00385,0.00911,0.00092,34879.57803,0,0,0,0.00235,0.02585,0.14517,0.36859,0.2896,0.16843
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2020,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2030,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2040,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2050,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2060,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2070,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2080,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2090,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,Main,2100,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2020,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2020,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2020,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2020,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0-0.25,5.5,2022.4,970,0.0144,0.04795,0.00485,94946.00567,0,0,0,0,0,0.00204,0.02304,0.05942,0.9155
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0.25-0.5,5.5,2022.4,970,0.0144,0.04589,0.00464,92218.90533,0,0,0,0,0,0.00278,0.04131,0.08003,0.87588
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0.5-0.75,5.5,2022.4,970,0.0144,0.04092,0.00414,85596.54094,0,0,0,0.00006,0.00068,0.00478,0.08475,0.12989,0.77984
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2030,0.75-1,5.5,2022.4,970,0.0144,0.01891,0.00191,54032.9212,0,0,0,0.00041,0.0045,0.04767,0.28489,0.30697,0.35556
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2040,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0-0.25,6.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0.25-0.5,6.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0.5-0.75,6.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2050,0.75-1,6.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0-0.25,7.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0.25-0.5,7.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0.5-0.75,7.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2060,0.75-1,7.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0-0.25,7.5,2560,1250,0.00637,0.04971,0.00502,97391.22319,0,0,0,0,0,0,0.00692,0.04345,0.94963
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0.25-0.5,7.5,2560,1250,0.00637,0.04712,0.00476,94009.45973,0,0,0,0,0,0,0.02974,0.07067,0.89959
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0.5-0.75,7.5,2560,1250,0.00637,0.04084,0.00413,85811.24528,0,0,0,0,0,0,0.08507,0.13666,0.77827
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2070,0.75-1,7.5,2560,1250,0.00637,0.01409,0.00142,48075.9063,0,0,0,0.00019,0.00207,0.0426,0.32915,0.36346,0.26251
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0-0.25,8.5,2560,1590,0.00578,0.04971,0.00502,97378.73894,0,0,0,0,0,0,0.007,0.04355,0.94945
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0.25-0.5,8.5,2560,1590,0.00578,0.04708,0.00476,93955.77745,0,0,0,0,0,0,0.0301,0.0711,0.8988
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0.5-0.75,8.5,2560,1590,0.00578,0.04073,0.00412,85657.68899,0,0,0,0,0,0,0.0861,0.1379,0.776
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2080,0.75-1,8.5,2560,1590,0.00578,0.01371,0.00139,47541.90918,0,0,0,0.00019,0.0021,0.0431,0.33263,0.36687,0.25511
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0-0.25,8.5,2560,1590,0.00578,0.04971,0.00502,97378.73894,0,0,0,0,0,0,0.007,0.04355,0.94945
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0.25-0.5,8.5,2560,1590,0.00578,0.04708,0.00476,93955.77745,0,0,0,0,0,0,0.0301,0.0711,0.8988
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0.5-0.75,8.5,2560,1590,0.00578,0.04073,0.00412,85657.68899,0,0,0,0,0,0,0.0861,0.1379,0.776
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2090,0.75-1,8.5,2560,1590,0.00578,0.01371,0.00139,47541.90918,0,0,0,0.00019,0.0021,0.0431,0.33263,0.36687,0.25511
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0-0.25,9.5,9625.6,1750,0.04259,0.0503,0.00508,98154.43156,0,0,0,0,0,0,0.00177,0.03731,0.96093
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0.25-0.5,9.5,9625.6,1750,0.04259,0.04964,0.00502,97291.25572,0,0,0,0,0,0,0.00759,0.04425,0.94816
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0.5-0.75,9.5,9625.6,1750,0.04259,0.04804,0.00485,95198.70821,0,0,0,0,0,0,0.02171,0.0611,0.91719
ciprofloxacin,0.80278943863306,-3199814.8866315116,5e-9,High,2100,0.75-1,9.5,9625.6,1750,0.04259,0.03757,0.0038,80721.12081,0,0,0,0.00005,0.00053,0.01245,0.11643,0.15513,0.71542
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2020,0-0.25,5.5,2560,970,0.01812,0.0499,0.00504,75570.06116,0,0,0,0,0,0.00524,0.04146,0.44424,0.50906
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2020,0.25-0.5,5.5,2560,970,0.01812,0.04794,0.00485,72693.98301,0,0,0,0,0,0.02255,0.0621,0.42656,0.48879
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2020,0.5-0.75,5.5,2560,970,0.01812,0.04318,0.00436,65721.67232,0,0,0,0,0,0.06451,0.11214,0.38368,0.43967
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2020,0.75-1,5.5,2560,970,0.01812,0.02171,0.00219,34134.3001,0,0,0.00014,0.00157,0.03282,0.26012,0.29586,0.19083,0.21867
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2030,0-0.25,5.5,2560,970,0.01812,0.0499,0.00504,75570.06116,0,0,0,0,0,0.00524,0.04146,0.44424,0.50906
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2030,0.25-0.5,5.5,2560,970,0.01812,0.04794,0.00485,72693.98301,0,0,0,0,0,0.02255,0.0621,0.42656,0.48879
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2030,0.5-0.75,5.5,2560,970,0.01812,0.04318,0.00436,65721.67232,0,0,0,0,0,0.06451,0.11214,0.38368,0.43967
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2030,0.75-1,5.5,2560,970,0.01812,0.02171,0.00219,34134.3001,0,0,0.00014,0.00157,0.03282,0.26012,0.29586,0.19083,0.21867
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2040,0-0.25,5.5,2560,970,0.01812,0.0499,0.00504,75570.06116,0,0,0,0,0,0.00524,0.04146,0.44424,0.50906
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2040,0.25-0.5,5.5,2560,970,0.01812,0.04794,0.00485,72693.98301,0,0,0,0,0,0.02255,0.0621,0.42656,0.48879
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2040,0.5-0.75,5.5,2560,970,0.01812,0.04318,0.00436,65721.67232,0,0,0,0,0,0.06451,0.11214,0.38368,0.43967
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2040,0.75-1,5.5,2560,970,0.01812,0.02171,0.00219,34134.3001,0,0,0.00014,0.00157,0.03282,0.26012,0.29586,0.19083,0.21867
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2050,0-0.25,5.5,2560,970,0.01812,0.0499,0.00504,75570.06116,0,0,0,0,0,0.00524,0.04146,0.44424,0.50906
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2050,0.25-0.5,5.5,2560,970,0.01812,0.04794,0.00485,72693.98301,0,0,0,0,0,0.02255,0.0621,0.42656,0.48879
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2050,0.5-0.75,5.5,2560,970,0.01812,0.04318,0.00436,65721.67232,0,0,0,0,0,0.06451,0.11214,0.38368,0.43967
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2050,0.75-1,5.5,2560,970,0.01812,0.02171,0.00219,34134.3001,0,0,0.00014,0.00157,0.03282,0.26012,0.29586,0.19083,0.21867
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2060,0-0.25,5.5,2560,970,0.01812,0.0499,0.00504,75570.06116,0,0,0,0,0,0.00524,0.04146,0.44424,0.50906
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2060,0.25-0.5,5.5,2560,970,0.01812,0.04794,0.00485,72693.98301,0,0,0,0,0,0.02255,0.0621,0.42656,0.48879
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2060,0.5-0.75,5.5,2560,970,0.01812,0.04318,0.00436,65721.67232,0,0,0,0,0,0.06451,0.11214,0.38368,0.43967
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2060,0.75-1,5.5,2560,970,0.01812,0.02171,0.00219,34134.3001,0,0,0.00014,0.00157,0.03282,0.26012,0.29586,0.19083,0.21867
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2070,0-0.25,4.5,1792,750,0.01853,0.04909,0.00496,74378.45389,0,0,0,0,0.00088,0.01262,0.04885,0.43695,0.50071
diclofenac,1.4306030611012082,-5249041.428380231,5e-8,Low,2070,0.25-0.5,4.5,1792,750,0.01853,0.0472,0.00477,71602.76711,0,0,0,0,0.00119,0.02939,0.06835,0.4199,0.48116
